"Format","MoTeC CSV File",,,"Workbook","LMP3"
"Venue","BAR",,,"Worksheet","KPIs"
"Vehicle","LPM3",,,"Vehicle Desc",""
"Driver","ChassisSim",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","28/02/2021",,,"Origin Time","0.400","s"
"Log Time","14:37:00",,,"Start Time","0.400","s"
"Sample Rate","50.000","Hz",,"End Time","101.020","s"
"Duration","100.620","s",,"Start Distance","26","m"
"Range","Lap 1",,,"End Distance","4530","m"
"Beacon Markers","00.000  "


"Time","Engine RPM","G Force Lat","G Force Long","Steered Angle","Throttle Pos","Combined Acceleration","ROLL_SPEED_F","ROLL_SPEED_R","ROLL_ratio","Damper Pos FL","Damper Pos FR","Damper Pos RL","Damper Pos RR","Corr Speed"
"s","rpm","G","G","deg","%","","","","","mm","mm","mm","mm","km/h"


"60.240","5999.00","-0.02","0.20","-0.30","100.40","0.20","-8.26","9.36","-0.07","4.64","4.81","20.53","17.85","206.3"
"60.260","6021.00","-0.06","0.22","-0.32","100.40","0.23","2.95","17.16","-0.05","4.69","4.81","20.58","17.57","207.2"
"60.280","6015.00","-0.04","0.29","-0.29","100.30","0.29","8.85","-7.28","0.01","4.89","4.86","20.29","17.42","207.8"
"60.300","6028.00","-0.01","0.39","-0.30","100.30","0.39","-1.77","12.48","0.00","5.04","5.04","19.78","16.67","208.2"
"60.320","6030.00","0.05","0.34","-0.32","100.30","0.34","-7.08","-19.76","-0.05","4.92","5.04","19.18","16.45","206.3"
"60.340","6034.00","0.12","0.28","-0.32","100.30","0.30","-4.72","4.16","-0.08","5.06","5.26","19.22","16.41","207.2"
"60.360","6037.00","0.11","0.22","-0.30","100.30","0.25","-15.34","-2.08","-0.19","4.80","5.26","19.37","16.60","206.9"
"60.380","6040.00","0.04","0.25","-0.30","100.30","0.25","11.21","8.32","-0.10","4.89","5.16","19.78","16.85","207.5"
"60.400","6050.00","-0.03","0.25","-0.30","100.30","0.25","14.75","3.12","-0.01","5.17","5.19","20.02","17.03","208.5"
"60.420","6060.00","-0.09","0.31","-0.29","100.30","0.32","4.72","8.32","0.02","5.15","5.09","20.22","17.07","208.8"
"60.440","6062.00","-0.10","0.40","-0.32","100.40","0.41","2.95","2.60","0.04","5.18","5.07","20.32","17.12","208.5"
"60.460","6069.00","-0.09","0.31","-0.32","100.30","0.32","-8.26","-1.04","-0.01","5.04","5.07","20.19","17.01","207.8"
"60.480","6083.00","-0.03","0.29","-0.30","100.30","0.29","-33.63","-7.80","-0.22","4.82","5.42","19.80","16.77","208.5"
"60.500","6083.00","0.03","0.23","-0.29","100.30","0.23","-31.27","3.12","-0.41","4.78","5.91","19.51","16.42","208.2"
"60.520","6085.00","0.07","0.29","-0.29","100.30","0.30","-8.26","-3.12","-0.48","4.64","5.91","19.51","16.48","209.8"
"60.540","6085.00","0.05","0.28","-0.27","100.40","0.28","-4.13","-4.16","-0.52","4.59","5.93","19.72","16.77","210.4"
"60.560","6098.00","0.03","0.24","-0.27","100.40","0.24","24.78","1.04","-0.35","4.87","5.79","20.37","17.40","209.8"
"60.580","6096.00","0.03","0.33","-0.27","100.30","0.33","9.44","-2.60","-0.30","5.01","5.77","20.62","17.70","209.1"
"60.600","6109.00","-0.03","0.22","-0.26","100.30","0.22","0.59","5.20","-0.28","4.92","5.67","20.90","17.88","208.8"
"60.620","6114.00","-0.05","0.27","-0.27","100.40","0.27","-33.63","-14.56","-0.55","4.80","6.12","20.53","17.79","210.1"
"60.640","6124.00","-0.06","0.32","-0.26","100.30","0.33","24.78","-15.08","-0.42","5.45","6.35","19.81","17.36","210.7"
"60.660","6129.00","0.01","0.28","-0.26","100.40","0.28","-10.62","-1.56","-0.51","5.55","6.63","19.45","17.03","211.7"
"60.680","6130.00","0.04","0.26","-0.27","100.40","0.26","-2.36","10.40","-0.49","5.55","6.67","19.63","17.01","212.1"
"60.700","6127.00","0.07","0.22","-0.26","100.30","0.23","-17.11","-1.56","-0.62","5.15","6.56","20.01","17.42","210.7"
"60.720","6128.00","0.05","0.26","-0.26","100.40","0.26","-13.57","1.56","-0.71","4.89","6.53","20.46","17.84","210.4"
"60.740","6148.00","0.05","0.24","-0.26","100.40","0.25","16.52","-19.76","-0.69","4.94","6.30","21.30","19.06","210.4"
"60.760","6152.00","0.02","0.35","-0.27","100.40","0.35","8.26","-3.12","-0.63","5.08","6.30","21.51","19.33","212.4"
"60.780","6145.00","-0.04","0.26","-0.26","100.30","0.26","12.39","2.08","-0.52","5.52","6.53","21.90","19.68","212.7"
"60.800","6166.00","-0.08","0.19","-0.26","100.30","0.21","23.01","-10.92","-0.35","6.03","6.65","21.72","19.71","212.4"
"60.820","6177.00","-0.04","0.22","-0.26","100.40","0.22","-0.00","7.80","-0.33","6.03","6.65","21.81","19.65","212.1"
"60.840","6162.00","-0.01","0.24","-0.27","100.40","0.24","31.27","-16.12","-0.06","6.38","6.47","21.57","19.72","211.1"
"60.860","6173.00","0.01","0.36","-0.29","100.40","0.36","-37.17","-3.12","-0.46","5.39","6.11","21.41","19.62","211.7"
"60.880","6194.00","0.00","0.32","-0.29","100.30","0.32","29.50","-4.16","-0.15","5.59","5.81","21.21","19.50","213.1"
"60.900","6192.00","0.10","0.25","-0.32","100.20","0.27","1.18","7.28","-0.12","5.48","5.68","21.18","19.33","213.4"
"60.920","6178.00","0.09","0.18","-0.29","100.30","0.20","-0.00","7.28","-0.11","5.57","5.77","21.14","19.15","213.4"
"60.940","6196.00","0.12","0.09","-0.32","100.30","0.15","-7.67","8.84","-0.17","5.41","5.74","21.17","19.01","212.4"
"60.960","6204.00","0.10","0.25","-0.30","100.20","0.27","10.03","2.08","-0.08","5.60","5.76","21.42","19.22","212.4"
"60.980","6199.00","0.14","0.35","-0.27","100.20","0.38","23.01","1.56","0.12","6.18","5.95","21.51","19.28","212.7"
"61.000","6214.00","0.06","0.35","-0.29","100.30","0.36","6.49","7.80","0.16","6.25","5.91","21.62","19.24","214.4"
"61.020","6223.00","0.04","0.21","-0.29","100.30","0.21","-28.32","2.08","-0.07","5.74","5.88","21.60","19.18","214.4"
"61.040","6219.00","0.01","0.11","-0.29","100.30","0.11","-0.00","2.08","-0.06","5.74","5.88","21.83","19.37","213.7"
"61.060","6227.00","-0.02","0.23","-0.27","100.20","0.23","-4.13","-0.00","-0.10","5.60","5.81","21.83","19.37","213.7"
"61.080","6235.00","-0.07","0.31","-0.26","100.30","0.32","6.49","-13.00","-0.05","5.71","5.81","21.68","19.47","213.4"
"61.100","6232.00","-0.03","0.35","-0.26","100.30","0.35","0.00","-0.52","-0.05","5.74","5.84","21.62","19.42","215.1"
"61.120","6242.00","0.05","0.29","-0.27","100.30","0.29","21.83","7.28","0.13","6.11","5.84","21.68","19.34","215.8"
"61.140","6245.00","0.06","0.15","-0.27","100.30","0.16","-8.26","-6.76","0.07","6.01","5.88","21.66","19.45","215.1"
"61.160","6249.00","0.13","0.23","-0.24","100.20","0.26","-9.44","7.80","-0.01","5.99","6.02","21.81","19.45","214.8"
"61.180","6260.00","0.17","0.25","-0.26","100.20","0.30","3.54","-7.80","0.02","5.87","5.84","21.83","19.62","213.7"
"61.200","6264.00","0.14","0.31","-0.27","100.30","0.34","-20.06","-0.00","-0.16","5.36","5.67","21.90","19.69","215.1"
"61.220","6269.00","0.06","0.27","-0.24","100.30","0.28","25.37","-4.68","0.06","5.59","5.47","21.93","19.81","216.5"
"61.240","6276.00","0.01","0.22","-0.23","100.20","0.22","-8.26","-12.48","-0.01","5.45","5.47","21.44","19.56","216.5"
"61.260","6281.00","0.00","0.22","-0.23","100.10","0.22","14.16","-4.68","0.14","5.85","5.63","21.30","19.51","216.1"
"61.280","6287.00","-0.05","0.25","-0.23","100.10","0.25","-0.00","0.52","0.14","6.17","5.95","21.20","19.40","214.7"
"61.300","6284.00","0.01","0.29","-0.24","100.40","0.29","-30.68","3.64","-0.18","5.46","5.76","21.30","19.43","216.5"
"61.320","6299.00","0.04","0.25","-0.23","100.20","0.25","4.72","3.12","-0.13","5.52","5.74","21.59","19.66","217.5"
"61.340","6303.00","0.06","0.25","-0.23","100.30","0.26","15.34","7.28","0.02","5.69","5.65","21.75","19.68","217.2"
"61.360","6307.00","0.00","0.24","-0.23","100.30","0.24","12.39","-2.08","0.14","5.85","5.60","21.60","19.57","216.8"
"61.380","6304.00","0.01","0.24","-0.24","100.20","0.24","-11.21","4.16","0.03","5.67","5.61","21.51","19.40","215.8"
"61.400","6316.00","0.05","0.25","-0.24","100.20","0.25","-2.36","1.04","0.01","5.67","5.65","21.53","19.40","217.5"
"61.420","6321.00","0.04","0.25","-0.23","100.20","0.25","14.75","-3.12","0.15","6.04","5.77","21.44","19.37","217.8"
"61.440","6322.00","0.05","0.28","-0.21","100.30","0.28","-7.08","-2.08","0.08","5.99","5.84","21.45","19.42","217.8"
"61.460","6327.00","0.11","0.29","-0.21","100.20","0.31","-1.18","2.60","0.07","6.15","6.02","21.51","19.43","217.2"
"61.480","6346.00","0.11","0.24","-0.23","100.20","0.26","1.18","-8.32","0.09","6.01","5.86","21.48","19.56","216.5"
"61.500","6330.00","0.04","0.20","-0.23","100.30","0.20","-16.52","-6.76","-0.08","5.82","5.95","21.44","19.65","218.2"
"61.520","6346.00","0.05","0.22","-0.20","100.20","0.23","17.70","5.72","0.10","6.15","5.98","21.50","19.60","218.9"
"61.540","6352.00","0.09","0.32","-0.21","100.20","0.33","-30.09","-3.64","-0.21","5.52","5.86","21.42","19.59","218.9"
"61.560","6354.00","0.08","0.30","-0.18","100.20","0.31","4.13","2.60","-0.16","5.73","6.00","21.59","19.71","218.2"
"61.580","6358.00","0.06","0.22","-0.15","100.20","0.23","-5.31","1.56","-0.21","5.59","5.95","21.60","19.69","217.8"
"61.600","6368.00","0.10","0.16","-0.15","100.20","0.19","-16.52","3.12","-0.37","5.43","6.07","21.63","19.66","219.3"
"61.620","6369.00","0.07","0.22","-0.12","100.30","0.23","4.13","4.68","-0.31","5.66","6.23","21.84","19.78","220.0"
"61.640","6368.00","0.01","0.36","-0.14","100.30","0.36","12.98","-0.00","-0.19","5.76","6.11","21.84","19.78","219.6"
"61.660","6380.00","0.03","0.31","-0.09","100.20","0.31","-1.18","-21.32","-0.25","5.82","6.19","22.05","20.40","219.3"
"61.680","6387.00","-0.07","0.23","-0.09","100.20","0.24","17.11","-16.12","-0.07","5.92","6.00","21.86","20.52","218.6"
"61.700","6393.00","-0.16","0.16","-0.08","100.20","0.23","-1.77","-36.92","-0.20","5.96","6.07","21.03","20.40","220.3"
"61.720","6398.00","-0.15","0.26","-0.08","100.20","0.30","-20.65","9.36","-0.64","5.59","6.05","21.03","20.22","220.7"
"61.740","6408.00","-0.11","0.40","-0.08","100.30","0.41","-4.72","-38.48","-8.75","5.53","6.07","19.90","19.83","220.0"
"61.760","6404.00","-0.18","0.28","-0.06","100.20","0.33","-23.60","-21.32","3.14","5.31","6.25","19.40","19.74","220.0"
"61.780","6404.00","-0.18","0.18","-0.08","100.20","0.25","-4.72","4.16","4.45","5.24","6.26","19.54","19.80","220.3"
"61.800","6416.00","-0.18","0.16","-0.08","100.20","0.24","15.93","1.04","3.55","5.55","6.30","20.07","20.31","221.8"
"61.820","6415.00","-0.17","0.31","-0.06","100.20","0.35","2.95","4.68","5.29","5.74","6.44","20.16","20.31","221.4"
"61.840","6419.00","-0.20","0.33","-0.06","100.30","0.39","-13.57","-15.60","2.34","5.46","6.39","20.35","20.80","220.0"
"61.860","6431.00","-0.24","0.18","-0.06","100.30","0.30","-29.50","-4.16","3.06","5.17","6.60","20.40","20.93","220.7"
"61.880","6442.00","-0.21","0.14","-0.08","100.30","0.25","-11.21","-2.60","3.17","5.15","6.77","20.01","20.59","222.1"
"61.900","6434.00","-0.23","0.27","-0.06","100.40","0.35","-18.29","-0.00","3.78","5.31","7.24","20.01","20.59","222.9"
"61.920","6438.00","-0.28","0.28","-0.04","100.40","0.40","11.80","-4.68","2.93","5.67","7.40","20.32","20.99","221.8"
"61.940","6447.00","-0.35","0.26","-0.03","100.40","0.44","-4.72","-11.44","2.31","5.31","7.12","20.80","21.69","220.7"
"61.960","6457.00","-0.39","0.12","-0.01","100.30","0.41","5.90","-3.64","2.02","5.38","7.09","20.91","21.87","221.8"
"61.980","6462.00","-0.39","0.23","-0.01","100.30","0.45","10.62","3.64","1.95","5.38","6.91","20.61","21.50","223.6"
"62.000","6464.00","-0.35","0.33","-0.01","100.30","0.48","-5.90","-21.84","1.41","5.25","6.88","19.89","21.20","223.2"
"62.020","6474.00","-0.39","0.27","-0.01","100.30","0.47","-19.47","-11.96","1.44","5.27","7.23","19.13","20.67","222.1"
"62.040","6469.00","-0.41","0.21","-0.01","100.30","0.46","-20.06","-4.68","1.60","5.01","7.31","19.10","20.73","221.8"
"62.060","6469.00","-0.42","0.16","-0.01","100.40","0.45","-0.59","1.04","1.63","5.11","7.42","19.69","21.30","223.6"
"62.080","6482.00","-0.40","0.25","0.00","100.40","0.47","-5.31","-0.00","1.69","5.04","7.44","19.69","21.30","223.6"
"62.100","6473.00","-0.40","0.33","-0.01","100.30","0.52","9.44","-11.96","1.38","5.04","7.28","20.70","22.54","222.5"
"62.120","6488.00","-0.41","0.19","0.00","100.30","0.45","24.19","3.64","1.17","5.34","7.17","20.90","22.67","222.5"
"62.140","6498.00","-0.44","0.19","-0.01","100.40","0.48","1.18","-23.92","0.92","5.22","7.03","20.47","22.70","224.3"
"62.160","6504.00","-0.35","0.21","-0.01","100.30","0.41","0.59","-3.64","0.89","5.08","6.88","20.22","22.52","224.3"
"62.180","6510.00","-0.33","0.25","0.00","100.20","0.41","1.18","25.48","1.12","5.13","6.91","19.22","21.03","223.2"
"62.200","6519.00","-0.49","0.27","-0.01","100.20","0.56","-20.65","6.24","1.43","4.76","6.89","17.79","19.48","222.5"
"62.220","6518.00","-0.49","0.23","0.00","100.20","0.54","-18.88","-16.64","1.38","4.62","7.07","17.36","19.37","224.7"
"62.240","6520.00","-0.41","0.19","0.02","100.30","0.45","-14.16","4.68","1.59","4.75","7.44","17.39","19.31","225.8"
"62.260","6519.00","-0.39","0.22","-0.01","100.30","0.45","5.31","-0.52","1.53","4.89","7.49","17.90","19.83","224.7"
"62.280","6517.00","-0.45","0.17","-0.01","100.40","0.48","2.95","-25.48","1.20","5.10","7.65","18.85","21.27","224.0"
"62.300","6526.00","-0.33","0.27","-0.04","100.30","0.43","-16.52","2.60","1.35","4.76","7.59","19.40","21.77","224.7"
"62.320","6530.00","-0.23","0.23","-0.04","100.30","0.33","15.34","-4.68","1.19","4.94","7.51","19.81","22.27","225.8"
"62.340","6545.00","-0.25","0.21","-0.09","100.30","0.33","5.31","3.64","1.18","5.01","7.49","20.37","22.76","225.8"
"62.360","6535.00","-0.29","0.23","-0.12","100.30","0.37","2.36","-1.56","1.14","4.96","7.40","20.49","22.91","224.0"
"62.380","6553.00","-0.18","0.25","-0.15","100.30","0.31","7.67","8.32","1.16","5.04","7.35","20.67","22.93","225.5"
"62.400","6551.00","-0.14","0.26","-0.15","100.40","0.30","-0.00","8.84","1.25","4.97","7.28","20.85","22.94","226.6"
"62.420","6546.00","-0.19","0.19","-0.18","100.40","0.27","23.01","9.36","1.14","5.04","6.96","20.94","22.85","226.2"
"62.440","6565.00","-0.16","0.17","-0.17","100.30","0.23","8.26","26.52","1.44","5.27","7.05","21.08","22.48","225.5"
"62.460","6576.00","-0.08","0.32","-0.18","100.30","0.33","-12.39","23.92","2.40","5.11","7.10","20.96","21.90","225.8"
"62.480","6562.00","-0.14","0.26","-0.21","100.30","0.30","-4.13","-0.00","2.49","5.10","7.16","20.96","21.90","227.0"
"62.500","6582.00","-0.15","0.11","-0.21","100.30","0.19","37.17","17.68","2.70","5.83","7.26","20.96","21.56","227.0"
"62.520","6577.00","-0.07","0.19","-0.23","100.30","0.20","-0.00","-1.04","2.62","5.92","7.35","21.03","21.65","225.1"
"62.540","6570.00","-0.03","0.28","-0.21","100.30","0.28","-23.60","15.08","6.29","5.55","7.38","21.50","21.83","226.6"
"62.560","6575.00","-0.08","0.28","-0.21","100.20","0.29","5.90","-10.92","3.63","5.36","7.09","21.50","22.04","227.7"
"62.580","6604.00","-0.05","0.13","-0.23","100.30","0.14","10.62","10.92","5.33","5.50","7.05","21.74","22.07","227.3"
"62.600","6597.00","0.07","0.11","-0.21","100.20","0.13","-0.00","6.24","8.37","5.66","7.21","21.44","21.65","226.6"
"62.620","6598.00","-0.02","0.34","-0.23","100.20","0.34","38.35","6.76","12.76","6.34","7.24","21.24","21.32","227.0"
"62.640","6613.00","-0.05","0.22","-0.23","100.30","0.23","-23.01","1.04","24.39","6.11","7.40","21.21","21.27","228.9"
"62.660","6608.00","0.00","0.11","-0.21","100.40","0.11","11.21","12.48","-6.93","6.32","7.42","21.74","21.56","227.7"
"62.680","6602.00","0.02","0.22","-0.20","100.30","0.22","-20.06","4.16","-6.28","5.66","7.10","22.39","22.13","226.2"
"62.700","6614.00","-0.12","0.28","-0.21","100.30","0.30","1.77","1.56","-5.52","5.64","7.05","22.69","22.40","228.1"
"62.720","6616.00","-0.05","0.24","-0.21","100.30","0.25","20.06","7.28","-2.82","5.96","7.03","22.88","22.45","229.3"
"62.740","6617.00","-0.01","0.11","-0.21","100.30","0.11","59.00","3.12","-0.16","7.02","7.09","22.85","22.36","227.7"
"62.760","6627.00","-0.11","0.17","-0.20","100.30","0.20","-1.18","14.56","-0.13","7.22","7.31","22.79","22.02","228.1"
"62.780","6639.00","-0.03","0.32","-0.20","100.30","0.32","27.73","2.08","0.53","7.76","7.38","22.79","21.98","228.9"
"62.800","6633.00","0.02","0.19","-0.23","100.30","0.19","-63.72","8.84","-0.81","6.60","7.30","22.79","21.81","229.6"
"62.820","6635.00","-0.04","0.09","-0.20","100.30","0.10","-14.16","3.64","-1.02","6.27","7.21","23.00","21.95","228.1"
"62.840","6645.00","-0.05","0.22","-0.21","100.30","0.23","15.34","-4.16","-0.80","6.32","7.00","23.08","22.11","227.7"
"62.860","6649.00","0.04","0.26","-0.21","100.30","0.26","3.54","7.28","-0.63","6.34","6.96","23.33","22.22","230.0"
"62.880","6654.00","-0.03","0.15","-0.18","100.20","0.15","1.77","-0.52","-0.61","6.50","7.09","23.56","22.46","229.3"
"62.900","6649.00","-0.06","0.13","-0.20","100.20","0.14","-17.70","4.68","-0.85","6.32","7.21","23.65","22.46","228.5"
"62.920","6666.00","0.04","0.24","-0.18","100.20","0.24","-5.90","6.24","-0.86","6.39","7.38","23.76","22.45","230.0"
"62.940","6667.00","-0.01","0.28","-0.18","100.20","0.28","-1.18","-5.72","-0.95","6.41","7.42","23.59","22.39","230.4"
"62.960","6669.00","0.00","0.15","-0.20","100.30","0.15","-8.26","-0.00","-1.09","6.27","7.42","23.56","22.36","230.0"
"62.980","6672.00","0.01","0.13","-0.17","100.40","0.13","6.49","-6.24","-1.09","6.38","7.42","23.51","22.43","228.9"
"63.000","6675.00","-0.05","0.29","-0.18","100.40","0.29","-0.00","5.72","-0.99","6.20","7.24","23.64","22.45","230.0"
"63.020","6687.00","-0.09","0.18","-0.18","100.30","0.20","11.21","-3.64","-0.86","6.29","7.14","23.67","22.55","230.8"
"63.040","6677.00","-0.10","0.15","-0.18","100.30","0.18","-4.13","-11.44","-1.16","6.20","7.12","23.51","22.61","230.0"
"63.060","6694.00","-0.21","0.20","-0.18","100.30","0.29","-0.00","5.72","-1.03","6.24","7.16","23.50","22.49","229.3"
"63.080","6691.00","-0.20","0.22","-0.20","100.20","0.30","2.36","0.52","-0.98","6.36","7.24","23.32","22.30","231.2"
"63.100","6687.00","-0.12","0.18","-0.17","100.20","0.22","-5.31","0.52","-1.07","6.41","7.38","23.30","22.27","231.2"
"63.120","6697.00","-0.21","0.18","-0.20","100.30","0.28","11.21","1.56","-0.83","6.60","7.38","23.48","22.42","229.6"
"63.140","6699.00","-0.15","0.24","-0.20","100.30","0.28","-9.44","-4.16","-1.09","6.57","7.51","23.53","22.55","231.2"
"63.160","6709.00","-0.09","0.18","-0.21","100.30","0.20","3.54","-1.56","-1.05","6.57","7.45","23.71","22.76","232.0"
"63.180","6706.00","-0.08","0.18","-0.23","100.20","0.20","-3.54","-2.60","-1.19","6.53","7.47","24.07","23.17","231.2"
"63.200","6715.00","-0.04","0.20","-0.20","100.20","0.20","1.18","6.76","-1.01","6.69","7.61","24.24","23.21","230.8"
"63.220","6714.00","0.05","0.16","-0.20","100.30","0.17","1.77","-5.72","-1.10","6.62","7.51","24.21","23.29","231.6"
"63.240","6724.00","-0.01","0.20","-0.23","100.20","0.20","-0.59","1.04","-1.09","6.55","7.45","24.15","23.21","232.8"
"63.260","6739.00","-0.02","0.20","-0.21","100.20","0.20","-2.36","16.12","-0.85","6.41","7.35","23.85","22.60","231.2"
"63.280","6739.00","-0.07","0.23","-0.23","100.20","0.24","14.16","-13.52","-0.80","6.46","7.16","23.30","22.31","231.6"
"63.300","6742.00","-0.12","0.18","-0.23","100.20","0.22","-1.18","-1.04","-0.84","6.38","7.10","23.14","22.17","233.2"
"63.320","6741.00","-0.17","0.20","-0.21","100.30","0.26","4.72","-5.20","-0.83","6.55","7.19","22.82","21.95","232.0"
"63.340","6736.00","-0.13","0.18","-0.20","100.30","0.22","-13.57","10.92","-0.91","6.34","7.21","23.12","22.04","230.8"
"63.360","6742.00","-0.09","0.16","-0.21","100.20","0.18","-9.44","-0.00","-1.08","6.27","7.30","23.12","22.04","233.2"
"63.380","6744.00","-0.08","0.18","-0.21","100.30","0.20","8.85","16.64","-0.71","6.43","7.31","23.77","22.37","233.6"
"63.400","6752.00","-0.06","0.23","-0.23","100.30","0.24","10.62","-8.32","-0.64","6.81","7.51","23.91","22.67","231.6"
"63.420","6759.00","0.02","0.16","-0.21","100.30","0.16","5.31","-0.52","-0.56","7.02","7.63","24.10","22.87","233.2"
"63.440","6764.00","0.04","0.09","-0.23","100.20","0.10","13.57","1.04","-0.34","7.23","7.61","24.31","23.06","234.0"
"63.460","6756.00","0.11","0.25","-0.26","100.30","0.27","-30.68","2.08","-0.79","6.55","7.45","24.70","23.41","232.8"
"63.480","6770.00","0.18","0.20","-0.30","100.20","0.27","8.26","-0.52","-0.67","6.59","7.35","24.72","23.44","232.4"
"63.500","6778.00","0.18","0.07","-0.32","100.10","0.19","10.03","-4.68","-0.56","6.69","7.28","24.63","23.44","233.6"
"63.520","6767.00","0.22","0.20","-0.38","100.20","0.30","-7.08","19.76","-0.51","6.60","7.31","24.09","22.52","234.8"
"63.540","6781.00","0.20","0.25","-0.38","100.20","0.32","40.12","17.68","-0.02","7.41","7.44","23.89","21.98","233.2"
"63.560","6791.00","0.15","0.11","-0.41","100.20","0.19","-3.54","-0.00","-0.05","7.29","7.38","23.71","21.80","232.8"
"63.580","6783.00","0.20","0.18","-0.44","100.20","0.27","-15.93","13.52","-0.19","6.90","7.26","24.07","21.90","234.4"
"63.600","6789.00","0.27","0.29","-0.45","100.20","0.40","4.13","18.20","-0.13","6.85","7.14","24.48","21.96","234.0"
"63.620","6793.00","0.34","0.16","-0.53","100.20","0.38","27.14","-2.60","0.08","6.99","6.82","24.55","22.08","232.8"
"63.640","6797.00","0.38","0.09","-0.54","100.20","0.39","11.21","18.72","0.14","7.22","6.86","24.69","21.86","235.2"
